"","logFC","logCPM","PValue","FDR"
"CYP2D6",-10.4514923354363,7.53859095458834,5.80161392355742e-40,2.83509288821091e-38
"GRIA1",10.9625029756829,6.72069508545109,7.2470608532466e-40,3.53001996400076e-38
"AK054921",9.59470761624669,5.98045251423716,9.98618553629789e-40,4.84859812212534e-38
"TFR2",-8.70131164503441,9.25882794121254,1.06846701507814e-39,5.1711063870769e-38
"PPFIA4",10.938369012099,5.94438556468288,1.22809264606798e-39,5.92466420307554e-38
"CLDN1",-8.93564016141302,7.69928432330216,1.23717248080028e-39,5.94946001913512e-38
"FAM131B",9.27897732232316,6.35182180523821,1.48299857840099e-39,7.10897731233492e-38
"ANXA9",-9.0935893893552,4.54074513050788,1.51846783098742e-39,7.2559696987057e-38
"UPB1",-10.7785610541045,7.67670923072663,1.63390524940943e-39,7.78295560444239e-38
"CYP1A2",-14.5765416865843,10.0676233142984,1.65623966916444e-39,7.86453427810789e-38
"LRRTM3",11.7740121573065,5.02832382037492,1.76937097495997e-39,8.37539238930894e-38
"Hfb1",9.93239508162187,4.80393195941114,1.7750144359665e-39,8.37584936971691e-38
"APOC1P1",-12.712189034811,5.87339855444984,2.1144613069119e-39,9.9465313814236e-38
"ASGR2",-10.3054603862372,7.60149518354078,2.36478159457009e-39,1.10895037509343e-37
"UNC13A",11.41739892623,7.53124712384862,2.66362237996813e-39,1.24522284636281e-37
"EVA1A",-9.5794949101337,5.09404391040139,3.33850936792672e-39,1.55591023011399e-37
"GPR37L1",9.22342198284069,4.99687634208148,3.3501581593215e-39,1.55653502171553e-37
"KSR2",10.4479148520011,5.79444364175958,3.79656189272257e-39,1.75853020184389e-37
"GCKR",-8.12222828192805,5.82066850243434,4.31134455929595e-39,1.99086553043941e-37
"APC2",9.77432401451947,6.23486443625479,4.59486531564958e-39,2.11531909348502e-37
"MAPT",8.07571752965942,7.01162571250945,4.81357905633229e-39,2.20927184652333e-37
"CHRNB2",10.0613691299365,5.09934581961534,5.24691574922607e-39,2.40086144888829e-37
"AMER3",14.2030795794717,5.05777957341857,5.31825684117559e-39,2.42615342301364e-37
"CFH",-8.51552354846409,10.8265611601258,7.07937146925978e-39,3.21983461403081e-37
"LRP8",7.86085132245049,5.29631133216428,8.17889935348122e-39,3.70875015728428e-37
"NMNAT2",9.53197225769131,6.90088098403451,8.71512834131912e-39,3.9400729926323e-37
"ART4",-13.4672515303298,4.31758329331869,9.26878008590668e-39,4.17786803872211e-37
"DOCK3",10.8160373519341,6.92644551692167,1.07024332406976e-38,4.80972446233731e-37
"NAT8L",9.55509057153589,6.08051668131124,1.09961489416222e-38,4.92705783437669e-37
"ATCAY",11.3087510062133,6.86920897048085,1.25341315992164e-38,5.59956766710553e-37
"DIRAS2",8.36312352951114,7.9360521001029,1.30161805234024e-38,5.79776772576329e-37
"SCG2",11.7962969803119,6.40574798189827,1.5404012459408e-38,6.84119376873707e-37
"SCN1A",11.4690448142824,6.79045638111815,1.63696223110505e-38,7.24871838407222e-37
"CACNA1A",11.3490894190517,5.97338757921521,1.8472903003715e-38,8.15616477649403e-37
"TUBB3",10.0450794762511,6.51293737992736,1.88726424602586e-38,8.30836446501179e-37
"DPYSL5",11.2293881823032,4.48539825594695,2.06361055584518e-38,9.05829052129715e-37
"CYP3A7",-10.4724182588972,5.03093968775409,2.13985930877729e-38,9.36576103261943e-37
"SULT4A1",10.5959534053478,6.17631929593031,2.14728320791386e-38,9.37109145650268e-37
"SARDH",-7.44419657511249,7.94985775964393,2.19592974067669e-38,9.55577495222421e-37
"FMN2",11.0970360191421,5.21797144766243,2.54035570786323e-38,1.10228078128548e-36
"ADD2",9.2991928479183,6.12947435446417,2.62627998729455e-38,1.1362987910644e-36
"RBFOX1",11.6896502283758,6.29198155848633,2.82122285982014e-38,1.21715614809383e-36
"TMEM176A",-7.76223036291421,7.85839627493042,3.23423269607645e-38,1.39136506298446e-36
"EFR3B",7.85799188239944,6.57802053950043,3.35176293648985e-38,1.43783012332377e-36
"CKMT1A",13.4335314547049,4.29135656694235,4.44920675138775e-38,1.90320175484292e-36
"NAT8",-10.9478312286744,4.95249652962986,4.62305154321415e-38,1.97197961306592e-36
"CNTNAP5",14.2110900272993,5.06563569783952,5.0634281749653e-38,2.14847035667784e-36
"GAS7",7.65550233966896,8.53643288323723,5.06526786077689e-38,2.14847035667784e-36
"KCNA2",9.68493394597406,5.25603057141516,6.47910077677338e-38,2.74045999241675e-36
"DPYS",-10.0494814994454,8.13482627301225,6.56682059609385e-38,2.7698042179055e-36
"CP",-10.8035911944262,11.3797466725762,6.91041529997564e-38,2.90660922088112e-36
"NSG1",8.59124591153062,5.62159680845928,6.95430793709644e-38,2.91694582917101e-36
"GDF2",-11.1173590432253,4.26219200226324,7.37116350026039e-38,3.08322905412554e-36
"NR0B2",-10.5902228152031,4.20716624787488,7.69314755258841e-38,3.20902011171505e-36
"SLC27A5",-7.99829267295796,9.19688827574835,7.72086482705892e-38,3.21170961125591e-36
"FOXA3",-13.5223493568457,4.37243787874904,8.61340175777553e-38,3.57314193797831e-36
"GABRA2",11.0597499356499,5.14794082945028,9.72618925581168e-38,4.02371117158237e-36
"GHR",-7.61223818209461,8.39793034456657,1.08810492398245e-37,4.48917605249592e-36
"AKR7A3",-7.82332757316323,6.57603205619986,1.10618212088409e-37,4.55132153279286e-36
"PKHD1",-9.19990127600206,4.90139683607699,1.28965320083474e-37,5.28841060693102e-36
"PZP",-11.2170253398708,5.18244969488415,1.29233345295202e-37,5.28841060693102e-36
"CLVS2",13.5823696315988,4.43950469753144,1.36788937111347e-37,5.58246743346309e-36
"ABCC6P1",-8.92836183921375,5.1713554016754,1.46503845790766e-37,5.96282499040585e-36
"GABRD",9.14468481250029,5.27265884661094,1.56131548867267e-37,6.337597816924e-36
"CYP3A5",-12.3529075608222,8.17139564741615,1.6649149958027e-37,6.74000440660075e-36
"RBFOX3",10.5805291024894,4.67792459031312,2.06733277465958e-37,8.34671788699457e-36
"F7",-8.09194535024749,6.39542976573717,2.35917640963488e-37,9.49961700946312e-36
"KCNC1",11.5688555299407,4.82443895024593,2.86727134346369e-37,1.15148397038036e-35
"PLP1",11.2070380740187,9.97721823429201,3.07421735748303e-37,1.23131782753299e-35
"SH3GL3",11.3359109041697,4.57177520752349,3.27974915424292e-37,1.31016434468434e-35
"STMN3",7.19356261394132,6.91586429944847,3.97985679829566e-37,1.58564215446608e-35
"APOB",-14.0868278424412,14.2833842928043,4.60776120153642e-37,1.8309787932421e-35
"HGFAC",-9.5792143934843,6.30231820107785,5.41266766578513e-37,2.14517799877574e-35
"SRD5A2",-10.1285615639428,5.11070258312709,6.52495777366613e-37,2.57923723514028e-35
"RTP3",-11.7455687390557,4.9061007897991,6.57094231478391e-37,2.59063260974509e-35
"CFHR4",-10.6455699219961,6.14380138734025,6.98694748882375e-37,2.74747153857392e-35
"RNASE4",-7.74720233086783,7.41292783726963,7.29762699518884e-37,2.862186172139e-35
"SERPING1",-7.91967214567732,9.870819047219,9.723064730671e-37,3.80358231692052e-35
"KIAA2022",8.54666792204954,5.28372793499289,1.08930572395812e-36,4.25026264386761e-35
"ANO1",-6.63632587568109,7.06999924650632,1.15426602891663e-36,4.49211779294875e-35
"RYR2",7.85024431034279,7.57689120330525,1.27583304242788e-36,4.95246245261206e-35
"FRRS1",-8.166500512658,5.12773240258907,1.52614177999121e-36,5.89413910123183e-35
"SYN2",10.4204321257515,7.16848307503192,1.526230720915e-36,5.89413910123183e-35
"APOD",9.09955200452363,4.89693538508771,1.5518019899338e-36,5.97760460408171e-35
"UGT3A1",-12.8518231859559,5.26340868274964,1.56386711027705e-36,6.00875149241308e-35
"PPP2R2C",11.8097083278156,6.4326864185156,1.72143396941499e-36,6.5973738421742e-35
"PCLO",8.4914653065667,7.94351643824806,2.0015680277957e-36,7.65156385309242e-35
"MGAT3",7.85054648236097,5.50750972510985,2.13652369086234e-36,8.14684538687408e-35
"ELMOD1",9.39727052523324,5.49400587983594,2.21468361837684e-36,8.42360771725198e-35
"RBP5",-8.58036186239082,5.3342077090452,2.2450346067404e-36,8.51759360848744e-35
"BRSK1",8.71989470222547,5.73451257129786,2.31155424890752e-36,8.74798725777031e-35
"TCEAL2",9.62526928052113,4.61981800809717,2.69940888874442e-36,1.01902685550102e-34
"SYT4",11.1448157721564,7.75217355688573,3.11773932044656e-36,1.17201150873425e-34
"NCAN",10.0215562887811,6.4213813503315,3.12018957954417e-36,1.17201150873425e-34
"KNG1",-13.335089980502,10.7243769794129,3.13025848854982e-36,1.17287600935738e-34
"SEZ6L2",8.1367099457091,6.39269591122747,3.79803460631447e-36,1.41956243948882e-34
"KCNT1",13.7247612947086,4.5811861286879,4.29070748101997e-36,1.59974525835559e-34
"MLLT11",6.75934977587585,6.10649356989946,4.35328028405796e-36,1.61907714998215e-34
"TMEM176B",-7.87967715482073,8.97086093784355,5.28587035392556e-36,1.96109686349572e-34
"APBA2",6.91502379113009,6.64144200626603,5.70467156425897e-36,2.11128776030173e-34
"FGFR4",-8.2539546031117,5.90121182919988,8.30091357000452e-36,3.06464046227551e-34
"LOC100507389",-13.2761822500762,4.12644534072151,8.53458828397671e-36,3.14322641678167e-34
"AGMO",-8.36770008838779,5.93874783973158,9.41753433280306e-36,3.45997003467947e-34
"RARRES2",-6.70387012008337,7.7865450562353,9.56465411677855e-36,3.50549216415913e-34
"SEZ6",13.6589148792611,4.51572320872447,1.09176927828432e-35,3.99169881406616e-34
"APLP1",10.6707382215413,7.28442596576107,1.23331869524627e-35,4.49833630391756e-34
"NAT2",-9.78880364403662,4.6686230227107,1.44392637647469e-35,5.25380440596813e-34
"NTM",8.91850545995694,5.42492028843844,1.59088812477662e-35,5.77461795291515e-34
"CYP2E1",-10.2027438104571,11.7206776005467,1.79518248400384e-35,6.50054088931848e-34
"RBM47",-7.35309277806307,5.70930669325526,2.22558503075899e-35,8.0397928144643e-34
"SLC17A1",-11.880120156373,4.29155571449038,2.33327411934034e-35,8.40869670693057e-34
"CACNA1G",11.6644694812857,4.89819682909064,2.44670652498795e-35,8.79649250650431e-34
"TMEM59L",10.6820682991987,5.31518345053395,2.47316032217625e-35,8.87048001540652e-34
"PLG",-14.7364431881596,11.5093112932209,2.5104186072205e-35,8.98277748081268e-34
"SERPINA3",-10.2381798525856,10.8618971067856,2.72494993626128e-35,9.7273626566301e-34
"EXOC3L4",-11.8596390286875,4.27104353563641,2.8469587746486e-35,1.01389333719797e-33
"DIRAS1",11.2871358203058,5.36558727113763,3.04075160495585e-35,1.08036115846667e-33
"AR",-6.97993434361396,8.05716289378497,3.14777810305177e-35,1.11576172197375e-33
"ADCY2",10.7485711039149,5.76790824229266,3.16394141877579e-35,1.11886452982469e-33
"DCLK1",9.89266005843463,7.81672988512408,3.31641835398353e-35,1.17004479311101e-33
"PMP2",9.6478013007026,6.51639193931206,3.40236149673742e-35,1.19756779955093e-33
"FGL1",-11.6574246044585,9.47066354346129,3.6891310371915e-35,1.29548555026957e-33
"ANXA10",-13.5980794398095,4.44844397732884,4.10238897337787e-35,1.43726388626464e-33
"BHMT2",-8.70952866990596,8.2805315892962,4.14365495502645e-35,1.44836087548378e-33
"SLC38A4",-12.4395427342383,9.20941476691806,4.40471779439315e-35,1.53605632090847e-33
"SULT1E1",-11.2819516580131,4.3971341242099,4.63047579085891e-35,1.61106415764907e-33
"TFPI",-7.79244520646314,8.01567442870864,4.9638199893577e-35,1.72307314573107e-33
"KIAA0319",8.76621680172828,4.72172640994253,5.81129845858486e-35,2.01262859460164e-33
"GPR126",-7.13471552307313,7.52807614819246,6.4829311271415e-35,2.24009748329146e-33
"ERMN",11.6008884891097,6.90896481598508,7.11579494830304e-35,2.45316218537388e-33
"SERPINA5",-10.5903683445654,9.11015289028165,7.17125900551297e-35,2.46665173082564e-33
"DDC",-9.05382540524814,5.05587724980767,7.44181525990906e-35,2.54891814157349e-33
"FOXA1",-13.2322460166061,4.08260765262888,7.45734937401184e-35,2.54891814157349e-33
"CLDN2",-11.8846781530133,4.29592718662824,7.46107164619524e-35,2.54891814157349e-33
"STEAP4",-8.47133094043904,5.12086518073933,7.93594345959321e-35,2.70502813182522e-33
"LOC100506229",-13.8714636289795,4.721771383973,9.29210969580397e-35,3.16015442357297e-33
"BCAS1",9.62103558485704,6.13054346919496,1.04723934099982e-34,3.55355371889825e-33
"ACTL6B",13.1574755811102,4.01690842873855,1.05576369245902e-34,3.57444658209221e-33
"APOH",-14.5717277866069,11.8728129530035,1.23240640934705e-34,4.16316259085915e-33
"KYNU",-7.54137582987259,4.97000433530605,1.25094225447627e-34,4.21634554522135e-33
"B4GALNT1",8.31602100884518,4.62222463741473,1.29938465153211e-34,4.36986820448439e-33
"C5",-8.32359222666024,9.99173661454393,1.68030176900349e-34,5.63834593598947e-33
"TMEM130",12.8367900221024,6.0655305821165,1.86750277568704e-34,6.252614614828e-33
"SLC25A47",-12.744340370888,7.47513837583341,1.93092560925892e-34,6.45065856190479e-33
"HNF1A",-13.4309261418864,4.28095156961877,2.15012924098376e-34,7.16709746994587e-33
"GC",-14.6443468365549,11.5197683892454,2.26129979031932e-34,7.5210631792559e-33
"GPR128",-10.8711304502389,4.01641529218621,2.34183573830183e-34,7.77180651612255e-33
"COLGALT2",7.36683302005197,4.85468884958476,3.20089183165751e-34,1.05994444425501e-32
"XPNPEP2",-10.535210067637,5.44780253249781,3.50724349718578e-34,1.15884850782287e-32
"VNN1",-10.0781567543064,6.54354636080775,4.41532586997785e-34,1.455707874163e-32
"FGG",-14.6728318660916,12.7566579298745,4.57251356653082e-34,1.50424738245349e-32
"HP",-14.4497234913043,13.9396303061896,5.13093764979248e-34,1.68428605460579e-32
"TMCC2",6.8478506605952,5.14747609302568,5.14421802176709e-34,1.68498247567642e-32
"PRRG4",-7.33693775495118,5.34238342910411,5.30777790826756e-34,1.73479321244243e-32
"LIPC",-8.44112308581384,6.66741005083817,5.74247348535232e-34,1.87281532675637e-32
"ANKS1B",8.05428135578171,6.02177692182985,6.06672380840259e-34,1.97430020488964e-32
"ALDH8A1",-8.52730220458161,7.53820050784193,6.54365692819023e-34,2.12492945410048e-32
"NEFH",7.81946206095702,5.26420476806681,7.17473830201691e-34,2.32486155279947e-32
"PTPRR",9.97957078271482,4.59632817650666,7.25667189579664e-34,2.34637570934752e-32
"ACSM5",-7.85376343717396,7.99859501792045,7.32505222240901e-34,2.36342496919607e-32
"RGS7",8.735783340071,5.00823184094233,7.66398349328293e-34,2.46750854474568e-32
"CELF4",9.71924716963724,5.76488864097417,8.13904391332747e-34,2.61488432109032e-32
"NACAD",7.67272299327118,5.00820590324258,8.8070932926354e-34,2.82350549296804e-32
"C3",-8.3511641242097,13.5239892331495,1.09851759139953e-33,3.51432534536714e-32
"REEP2",9.39098679214442,5.52145108634024,1.1437180979825e-33,3.6511930823543e-32
"ASGR1",-7.16962309933906,7.6292811673341,1.28823028548433e-33,4.10385597274543e-32
"KIF1A",9.14884754570408,9.20062880509937,1.34838645277173e-33,4.28644956565329e-32
"MOGAT2",-12.4310928088808,5.54040431555986,1.61251954947651e-33,5.11534562964186e-32
"PKIA",8.8040540900155,5.74628208549517,1.71220043665378e-33,5.42017329003608e-32
"UGT1A1",-14.3926279015926,7.41202835048965,1.8130349407206e-33,5.72736979181611e-32
"CFHR1",-13.7502161999119,8.92264679801924,1.96793515519699e-33,6.20372042661265e-32
"FN1",-7.32603539363535,12.7105313973196,2.20348358046549e-33,6.93179209688101e-32
"LHFPL4",10.1970340245304,4.28921662046246,2.30736526921302e-33,7.2434959594837e-32
"SLITRK4",8.72519113959524,5.9552020246558,2.39303260665882e-33,7.49684488808053e-32
"GRIK2",10.1747323514749,5.20188819283149,2.63035789821364e-33,8.22327210414616e-32
"MED12L",7.673610409419,4.80091748816146,2.68475943442206e-33,8.37600567350684e-32
"CYP7A1",-12.446853664376,6.04246299730079,2.70141292045254e-33,8.41058455646048e-32
"ELOVL4",8.2441649431779,4.57319149913434,3.08972701006755e-33,9.59976910535391e-32
"FSTL4",13.4843478300863,4.3419098839403,3.18628322347389e-33,9.87944079557612e-32
"CYP2C18",-9.86254831472332,6.78929484490653,3.65257474633564e-33,1.1302024317555e-31
"CLDN14",-11.6381786946977,4.04976383760633,3.67600627084599e-33,1.13512668077248e-31
"ZCCHC12",13.4884287591607,4.34611513032208,3.72638684193118e-33,1.14833553700328e-31
"UNC5A",10.8418174669764,4.92981358667555,3.9262271271965e-33,1.20745477842499e-31
"CD200",8.15789305804337,5.00167871546439,3.99211690643249e-33,1.22522287168965e-31
"TMPRSS2",-12.997037672092,3.84722224573858,4.35230831843139e-33,1.3330599514871e-31
"EHHADH",-7.3164296579994,8.73675781472707,4.80396814458105e-33,1.46841941261486e-31
"LGI3",9.95832886389077,5.29626166181984,5.01743886867889e-33,1.53057226095053e-31
"GNMT",-9.22775412507117,6.2395104075052,5.49043499170312e-33,1.67148323336123e-31
"NAP1L2",6.70373222087361,6.19694066948782,5.66501358591413e-33,1.72116106936224e-31
"PIK3AP1",-6.2482872911912,6.92488914482438,5.84904910891105e-33,1.77350685832444e-31
"MCF2L2",9.90287628224106,5.19028746333844,6.88930570787093e-33,2.08473980338379e-31
"PYGL",-6.40010734083464,7.24051435937454,6.99098718756245e-33,2.11127813064386e-31
"LSAMP",8.32912135400982,7.69057720726581,7.93193814266305e-33,2.39066399110204e-31
"CACNG2",10.7388940330262,3.98557330813813,9.18987472214675e-33,2.76428502598438e-31
"UGT2A3",-13.5723258342401,4.42280989056323,9.44217893054275e-33,2.83453085191243e-31
"ACSBG1",13.2685111129551,4.12718460748838,1.39293087297512e-32,4.17326511546117e-31
"SLC47A1",-6.56057899856468,6.84089498633707,1.65801392614809e-32,4.95762579897745e-31
"AFF2",7.810258582057,4.95020120687022,1.66633132595603e-32,4.97264881856444e-31
"ADAMTSL4",-7.98324000047988,4.32953628695,1.71641834008101e-32,5.11201517460024e-31
"SYNGR3",10.7569724873279,5.36020008330327,1.75012341326464e-32,5.20213849218427e-31
"CELF3",13.4430932509422,4.30088526788827,1.90162330745724e-32,5.64135794550182e-31
"SYT13",7.50008559535174,6.8073474730418,2.121052625325e-32,6.27997934164852e-31
"ELAVL4",10.5912204557405,4.70230346024591,2.54344787384574e-32,7.51586358024867e-31
"JPH4",9.85084580619803,5.66302821462087,3.24822989134704e-32,9.57974049987115e-31
"RIMKLA",8.59502642033096,5.21510748972664,3.54464295592421e-32,1.04335494414143e-30
"SLC23A1",-10.0925212509798,3.72256491848513,4.40107538101953e-32,1.2929229232178e-30
"NUGGC",-10.3090257398685,4.81927492618092,5.3413717464669e-32,1.56611093925534e-30
"LINC00461",12.9765840183165,3.83739231652296,5.3752084335477e-32,1.57297766175524e-30
"KIAA1549L",9.57819713157203,7.65254270166868,5.69732769544751e-32,1.66401640621388e-30
"ENO2",7.93586088536743,8.24329309692244,5.85135318631412e-32,1.70570334195643e-30
"KIAA1244",8.31982892650513,7.89192774478536,6.45246810507886e-32,1.87730767604414e-30
"ALB",-14.7704949204892,16.4501651816712,6.47726700040795e-32,1.88089868665692e-30
"FRMPD4",8.0546724763684,5.99076900435934,6.71018411694483e-32,1.94479424502624e-30
"CKB",6.09707676822424,7.62352751915537,7.07826007912056e-32,2.04754266656553e-30
"HPGD",-8.22072560779137,6.79375536330782,7.83451502577416e-32,2.26197278946826e-30
"APOL1",-6.68697576811225,6.23185811052481,1.21196385819431e-31,3.49249127075078e-30
"SLC17A7",9.86590649046582,7.09975958848674,1.2843800947691e-31,3.69412179638352e-30
"AK123416",-13.2420513831387,4.09213608525649,1.28799090449786e-31,3.69746438363453e-30
"GPR12",12.9305908473205,3.79174043567742,1.33669839426557e-31,3.83000868186151e-30
"H19",-11.6177180827178,6.97726376590434,1.36603283657838e-31,3.90664693794196e-30
"ENPP1",-7.05519212058942,7.12263422149474,1.46905989412678e-31,4.19334676773428e-30
"ACBD7",7.86392985982667,4.50390209984863,1.68642282953471e-31,4.8047140992404e-30
"SV2B",7.46647197958913,8.70994414375925,1.88813681999615e-31,5.36927796270092e-30
"ZNF536",9.74283335985957,4.73243610061287,1.96645796375153e-31,5.58148782944513e-30
"PIK3C2G",-7.39913985269719,5.45408335693909,2.04831175844123e-31,5.80290948451455e-30
"RAB17",-7.43132311409494,5.41371552207001,2.34600896193229e-31,6.63384556651264e-30
